,model,country_code,country,region,income group,scraped_date,model_en,price_local_currency,Currency CodeA,X,USD_Normalized,USD_Normalized_MEAN,Land,HDI,Life expactancy at birth in years,Mean years of schooling in years,Gross national income (GNI) per capita in US$,IHDI,Inequality in life expectancy in%,Inequality in education in %,Inequality in income in %,Income Shares of top 1%,Income Shares of top 1%,GINI,Gender Inequality Index,Maternal mortality ratio per 100.000,Share of female seats in parliament in %,Employment to population ratio,Employment in agriculture in % ,Employment in services in %,Unemployment in %,Child labour in %,Working poor at PPP$3.20 a day in %,High-skill to low-skill ratio,Prison population per 100.000,Homocide rate per 100.000,Suicide rate (female) per 100.000,Suicide rate (male) per 100.000,Internet User in %,Mobile phone subscriptions per 100 people
283,AirPods(andra generationen),SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,AirPods(2nd generation),1595.0,SEK,9.08942985534668,175.47855315278906,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
284,Apple TV 4K,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple TV 4K,1995.0,SEK,9.08942985534668,219.4857138180653,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
285,Apple Watch SE,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch SE,3195.0,SEK,9.08942985534668,351.50719581389404,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
286,Apple Watch Series 3,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Watch Series 3,2295.0,SEK,9.08942985534668,252.49108431702248,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
287,Sportband,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Sport Band,495.0,SEK,9.08942985534668,54.45886132327936,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
288,iPad,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad,3995.0,SEK,9.08942985534668,439.52151714444653,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
289,iPad Pro,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,iPad Pro,9495.0,SEK,9.08942985534668,1044.619976291995,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
290,Apple Pencil (andra generationen),SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Apple Pencil (2nd generation),1495.0,SEK,9.08942985534668,164.47676298647,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
291,iMac 24 tum²,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,24-inch iMac,15995.0,SEK,9.08942985534668,1759.736337102734,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
292,MacBook Air,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,MacBook Air,12495.0,SEK,9.08942985534668,1374.6736812815668,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
293,Magic Mouse,SE,Sweden,Europe & Central Asia,High income,2022-01-02 21:52:42.128726,Magic Mouse,895.0,SEK,9.08942985534668,98.46602198855561,547.0247239124785,Sweden,0.945,82.8,12.54847,54507.80504,0.882,2.9,3.68669,12.98707,22.3,9.0300001,28.8,0.039,4,47.27793696,60.381,1.648,80.444,6.476,NaN,NaN,11.805862682018285,61.3,1.083072677,7.4,15.8,92.1417,125.12
294,iPhone SE,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone SE,14900.0,THB,33.29800033569336,447.4743182709425,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
295,iPhone 12,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPhone 12,21900.0,THB,33.29800033569336,657.6971523579624,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
296,AirPods Pro,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods Pro,8992.0,THB,33.29800033569336,270.04624630149766,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
297,AirPods(รุ่นที่ 2),TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,AirPods(2nd generation),4990.0,THB,33.29800033569336,149.85884887060422,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
298,Apple TV 4K,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple TV 4K,6700.0,THB,33.29800033569336,201.2132840547191,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
299,Apple Watch SE,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch SE,9900.0,THB,33.29800033569336,297.3151510659282,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
300,Apple Watch Series 3,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Watch Series 3,6900.0,THB,33.29800033569336,207.21965074291967,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
301,สายแบบ Sport Band,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Sport Band,1600.0,THB,33.29800033569336,48.05093350560456,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
302,iPad,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad,11400.0,THB,33.29800033569336,342.36290122743253,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
303,iPad Pro,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,iPad Pro,27900.0,THB,33.29800033569336,837.8881530039796,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
304,Apple Pencil (รุ่นที่ 2),TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Apple Pencil (2nd generation),4490.0,THB,33.29800033569336,134.8429321501028,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
305,iMac รุ่น 24 นิ้ว²,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,24-inch iMac,42900.0,THB,33.29800033569336,1288.3656546190223,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
306,MacBook Air,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,MacBook Air,32900.0,THB,33.29800033569336,988.0473202089938,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
307,Magic Mouse,TH,Thailand,East Asia & Pacific,Upper middle income,2022-01-02 21:52:44.257695,Magic Mouse,2490.0,THB,33.29800033569336,74.7792652680971,424.65441511770047,Thailand,0.777,77.15,7.9391,17781.19093,0.646,7.9,18.3,23.8,28.1,20.23,36.4,0.359,37,14.13333333,66.818,31.615,45.75,0.754,NaN,0.125,1.1902333306634272,527.6,2.582003648,4.8,21.4,56.8175,180.183
308,iPhone SE,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone SE,399.0,USD,1.0,399.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
309,iPhone 12,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPhone 12,599.0,USD,1.0,599.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
310,AirPods Pro,US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods Pro,249.0,USD,1.0,249.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
311,AirPods(2nd generation),US,United States,North America,High income,2022-01-02 21:52:47.021744,AirPods(2nd generation),129.0,USD,1.0,129.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
312,Apple TV 4K,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple TV 4K,179.0,USD,1.0,179.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
313,Apple Watch SE,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch SE,279.0,USD,1.0,279.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
314,Apple Watch Series 3,US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Watch Series 3,199.0,USD,1.0,199.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
315,Sport Band,US,United States,North America,High income,2022-01-02 21:52:47.021744,Sport Band,49.0,USD,1.0,49.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
316,iPad,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad,329.0,USD,1.0,329.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
317,iPad Pro,US,United States,North America,High income,2022-01-02 21:52:47.021744,iPad Pro,799.0,USD,1.0,799.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
318,Apple Pencil (2nd generation),US,United States,North America,High income,2022-01-02 21:52:47.021744,Apple Pencil (2nd generation),129.0,USD,1.0,129.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
319,24-inch iMac²,US,United States,North America,High income,2022-01-02 21:52:47.021744,24-inch iMac,1299.0,USD,1.0,1299.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
320,MacBook Air,US,United States,North America,High income,2022-01-02 21:52:47.021744,MacBook Air,999.0,USD,1.0,999.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
321,Magic Mouse,US,United States,North America,High income,2022-01-02 21:52:47.021744,Magic Mouse,79.0,USD,1.0,79.0,408.2857142857143,United States,0.926,78.86,13.41344,63825.65748,0.808,6.3,2.753,27.144,30.5,20.52,41.4,0.204,19,23.72881356,59.765,1.34,78.853,3.682,NaN,NaN,4.848470802113159,662.5,4.956950548,6.4,21.1,87.2661,123.688
